,Date,Steps,Distancia,Calories
689,2022-10-22,0,0.0,1260
690,2022-10-23,8041,4.99865,1712
691,2022-10-24,4226,2.70439,1582
692,2022-10-25,3979,2.57996,1618
693,2022-10-26,5967,3.86306,1667
694,2022-10-27,0,0.0,1260
695,2022-10-28,15035,10.13379,2100
696,2022-10-29,8358,3.1724699999999997,1938
697,2022-10-30,8791,3.55166,2241
698,2022-10-31,0,0.0,1258
699,2022-11-01,4800,3.10054,1607
700,2022-11-02,6549,2.40618,1788
701,2022-11-03,0,0.0,1256
702,2022-11-04,22,0.01426,1259
703,2022-11-05,5985,1.8628099999999999,1771
704,2022-11-06,7404,2.83623,2098
705,2022-11-07,8831,5.91243,2022
706,2022-11-08,5846,3.7904099999999996,1690
707,2022-11-09,5817,3.61922,1702
708,2022-11-10,7067,4.56143,1747
709,2022-11-11,7874,5.0926,1791
710,2022-11-12,1464,0.97983,1404
711,2022-11-13,2099,1.37126,1459
712,2022-11-14,3387,2.19604,1562
713,2022-11-15,24,0.01556,1258
714,2022-11-16,7597,4.92578,1762
715,2022-11-17,7374,4.71296,1797
716,2022-11-18,13794,8.918759999999999,2111
717,2022-11-19,4,0.00259,1256
718,2022-11-20,2500,1.5529899999999999,1657
719,2022-11-21,5013,3.25024,1730
720,2022-11-22,5649,3.6626499999999997,1723
721,2022-11-23,8429,5.41983,1929
722,2022-11-24,6616,4.3027299999999995,1793
723,2022-11-25,10885,6.954669999999999,1947
724,2022-11-26,7840,5.32027,1769
725,2022-11-27,0,0.0,1255
726,2022-11-28,6451,4.171069999999999,1759
727,2022-11-29,14,0.00907,1259
728,2022-11-30,5749,3.7275199999999997,1811
729,2022-12-01,6128,3.9623199999999996,1726
